学号,姓名,年龄,性别,出生日期 ,出生地,籍贯,国籍/地区,身份证件号,健康状况,联系电话
10000981,栾计影,27,男,1997-08-18,石村广场140号-8-10,安徽,中国,41010719250312945,有生理缺陷,13502071706
10000982,林大你,28,女,1992-08-15,香港西大厦95号-12-6,上海,香港,152502192401184827,有生理缺陷,13701652216
10000983,岳正许,19,女,1993-08-13,流亭立交桥22号-9-1,湖北,香港,710709195805116679,健康或良好,15603853176
10000984,贾严权,32,女,1992-02-03,宁德街93号-19-10,湖北,美国,210722200709172225,健康或良好,13501287614
10000985,谯团直,27,男,1992-04-28,费县路33号-4-10,江苏,香港,500604198006248802,有生理缺陷,13300581738
10000986,寿造系,23,女,1995-05-02,山西广场78号-12-5,安徽,澳门,620930196806103532,健康或良好,15302124343
10000987,蓝处公,28,女,1992-05-21,埕口路13号-7-3,湖北,美国,512104200403282916,残疾,15105217615
10000988,缑际除,24,女,1995-11-05,金门路64号-5-7,上海,香港,65082720001008853,有慢性病,13807718497
10000989,宣均家,34,女,1994-07-08,郭口东街71号-9-5,安徽,澳门,652626197303216699,健康或良好,13904302494
10000990,房极省,27,女,1992-01-16,大港纬三街86号-10-8,云南,美国,410310194704079454,健康或良好,13503200587
10000991,宓风农,32,女,1995-05-08,青海支路111号-18-8,江苏,澳门,542507201310309500,有慢性病,13607857273
10000992,蒲氧太,30,男,1996-03-30,屏东广场87号-17-9,安徽,香港,310905199210157130,残疾,13506346687
10000993,佟红已,34,女,1997-04-15,巨野大厦73号-2-7,上海,香港,352726200205152767,有慢性病,13200303320
10000994,家及球,25,女,1997-10-20,湛山四大厦64号-6-9,江苏,美国,320204195107067834,残疾,15300035281
10000995,戈案容,27,男,1994-03-26,苏州街108号-10-7,上海,台湾,152225200103282080,一般或较弱,15900833628
10000996,农年毛,30,男,1995-08-15,杭州支广场28号-18-4,湖北,台湾,510303200403308584,健康或良好,13804905245
10000997,蔡谈比,26,女,1993-11-06,澳门五路38号-13-10,上海,台湾,362521201211242441,有生理缺陷,13504075069
10000998,雷与此,18,男,1996-01-03,周村大厦45号-16-6,湖北,中国,642325194710298854,健康或良好,13006355637
10000999,徐根类,29,男,1991-12-26,洮南大厦123号-1-10,湖北,澳门,320303201610223258,一般或较弱,13806386696
10001000,冉底据,21,女,1996-11-30,闽江四街118号-13-8,云南,台湾,610829201504281677,残疾,13304500469
10001001,厍农适,33,男,1997-10-06,渤海街109号-14-10,安徽,香港,622605198905158078,有慢性病,15705104441
10001002,仲原情,24,男,1993-03-21,闽江大厦46号-20-7,上海,香港,542135198411175165,健康或良好,15604282198
10001003,苍充切,28,女,1996-03-18,东海西路125号-1-3,江苏,澳门,210122193911156923,有生理缺陷,13103477279
10001004,罗京叶,32,女,1997-05-28,青威高速33号-13-7,云南,美国,130832193306188886,有慢性病,15201359095
10001005,鲁运工,19,女,1996-03-16,泰安路75号-6-8,云南,台湾,630424200005101755,一般或较弱,13105938541
10001006,裘记队,26,女,1996-10-19,澳门六广场99号-10-8,湖北,中国,650830192712188116,健康或良好,13606916572
10001007,刘状常,29,男,1993-11-18,牟平街115号-11-9,江苏,澳门,610903194404153721,有慢性病,13404867504
10001008,弓那而,30,男,1996-03-12,台东东七广场33号-15-3,安徽,中国,13240319371021105,健康或良好,13806336974
10001009,水放林,34,男,1996-06-15,台东东七广场81号-15-9,上海,台湾,810403195806109563,有生理缺陷,15804450764
10001010,郤是围,21,男,1996-05-01,菜市一街59号-20-5,湖北,台湾,412723195607077811,一般或较弱,13704315506
10001011,逄条易,32,男,1997-06-25,珠海二街111号-1-8,上海,香港,440437193712066926,有慢性病,15205345524
10001012,伏际取,26,女,1997-09-04,四方街149号-10-3,江苏,美国,42232319390105679,健康或良好,15504827825
10001013,田九足,20,男,1994-07-20,临朐路35号-16-1,云南,香港,460427200104087533,残疾,13302400767
10001014,耿年路,28,男,1997-01-20,崇阳街94号-1-10,江苏,美国,632610195805144344,有慢性病,13100602727
10001015,伏起世,30,女,1995-01-01,四川路99号-1-2,湖北,澳门,712705195209038175,有生理缺陷,13900725464
10001016,章需最,23,男,1993-04-13,台东西七街56号-18-5,上海,美国,500433197802267718,有慢性病,13703693326
10001017,宋底那,27,男,1992-02-26,澳门八街124号-7-6,上海,台湾,622504199511255669,健康或良好,13100968584
10001018,薛入度,24,女,1997-01-17,普集路39号-11-9,上海,台湾,640931195909155920,有生理缺陷,15505936584
10001019,荆看金,34,女,1994-12-18,冠县支广场16号-4-2,安徽,澳门,110204196012249915,有生理缺陷,13704067619
10001020,利地维,26,男,1998-01-09,民航街46号-11-5,湖北,美国,460206195604188835,有慢性病,13803486823
